temperature,humidity,wind_speed,pressure,will_rain,next_day_temp
29.96714153011233,51.524806359545934,9.572042156102226,1011.5657678354107,1,30.479762116353275
23.617356988288154,50.93171783232292,12.556004295570776,1012.6734409625969,0,23.65412328018278
31.476885381006923,24.0871365473997,10.220951511638857,1013.6429487858758,0,30.18342018175483
40.23029856408026,53.39819616597126,15.883344375568957,1022.4686146164618,0,40.222718581536895
22.65846625276664,74.65658163643491,24.577428251695302,1005.5278269151326,0,24.130991129245473
22.658630430508193,34.515357618464094,8.831662742870364,1004.5365300848734,0,22.280144043571674
40.79212815507391,80.96965302101185,23.006563982147313,1025.3661974214297,0,42.05143104576473
32.67434729152909,69.75549642168676,8.7466234212249,1008.373552581187,1,30.164340956259945
20.305256140650478,45.31533356057924,8.218982300024926,1000.3696464642294,0,18.493575187213363
30.425600435859646,57.16940725324305,21.548756946745705,1008.1487005790013,1,28.22263892603772
20.365823071875376,91.96643615282066,22.375491024060935,1009.69947264756,1,18.670428956498156
20.34270246429743,74.67095627011732,21.811279494101235,1028.5496272772577,0,24.204245604415703
27.419622715660342,60.17567309796296,4.473620734254871,1022.2482621237674,0,29.59773909499142
5.86719755342202,55.246333660780316,11.272392175423594,1024.4752061663223,0,2.636428197368984
7.750821674869673,61.53218140903319,21.583908736026572,1021.1997364234678,0,9.063316564095038
19.377124707590273,49.76472884115393,15.332334724511156,1022.4624367161531,0,18.205377769644564
14.871688796655762,17.905009885619705,6.4104572304202865,1006.1191787341968,0,12.824535040241066
28.14247332595274,100.0,18.666543513003532,1011.0139784464651,1,23.68525492878522
15.91975924478789,63.10649998398803,9.281541928068236,1003.1008468697645,0,18.835515326248622
10.876962986647085,67.96294530245075,29.356198787137696,1010.8951196946297,1,6.785373537645669
39.65648768921554,58.841845002461824,27.358731699346066,1019.8410499093474,1,39.50059815518591
22.742236995134643,45.29766398550824,19.832779410844537,1014.3458328481224,0,19.903303257960037
25.67528204687924,56.28151038102459,25.88805363815819,1026.1148081896029,0,28.002813888089012
10.752518137865433,28.012104756113775,15.518330800987048,1001.5858420777278,0,9.749462658923582
19.556172754748175,100.0,21.123499955000128,1018.0023835069824,1,19.15278478818714
26.10922589709866,35.30976003155208,26.8217623624166,1000.5169719813068,1,25.807023108308563
13.490064225776973,39.360674323056415,16.9639894543545,1013.9417646917365,0,14.397775230584323
28.75698018345672,51.19481591227199,12.95850262788573,1020.4033342255648,0,28.795994475406648
18.99361310081195,85.76151449704756,1.3630243345830735,1010.8549743317578,1,18.8637935339286
22.083062502067232,60.29017998525308,14.334931794228048,1018.5112660408696,0,20.5278565763029
18.98293387770603,35.27728407939075,21.58738547649849,1003.4026766516706,0,14.258745757679751
43.522781845089376,85.08676721514679,22.565067420541038,996.3631002180362,1,40.16712896646381
24.865027752620662,74.62001253570963,19.034920525747278,1018.570296224878,0,27.0204669686626
14.422890710440996,70.76869914432905,10.669607240302081,1030.4401023407572,0,13.505432320462102
33.225449121031886,74.31468482341681,0.0,1003.039550598301,1,31.23341978786445
12.791563500289778,100.0,11.038279215962119,1025.221941801068,0,8.574379067035643
27.088635950047554,100.0,12.56524103156839,1013.4342340881641,1,21.929694529776498
5.403298761202244,46.26569313993409,12.496568262479887,999.6430847830692,0,3.2936781208176487
11.718139511015695,92.47769985622304,19.948450855823396,1001.6849469864784,1,14.382298073151466
26.968612358691235,67.663363795178,30.885411288118718,1013.1578477336064,0,25.29740177782428
32.38466579995411,69.98191632275498,15.988233614728744,1008.955377120759,1,33.58612237567845
26.713682811899705,26.154583367133426,13.266145686748306,999.8708702324176,0,24.904503323705832
23.843517176117594,56.59228469223608,12.926225495967259,996.059607187746,0,25.76011726420414
21.988963044107113,43.7435281932687,15.995078135261714,1004.5328067207349,0,20.933710638681106
10.214780096325725,76.56117629786618,8.37364991721281,1014.9380900833112,0,6.519127359674236
17.801557916052914,81.42161000805609,15.96158846996844,1012.9359924739687,1,16.994698712354584
20.393612290402125,18.510272979673772,18.606498690654398,1007.9876204249992,0,25.895613545243346
35.57122226218915,59.55930271991459,16.677488508595903,1015.0188719429149,0,40.94087520884172
28.436182895684613,82.43723009588504,18.66033547203825,1023.4002671986269,1,29.89578280402271
7.36959844637266,56.2664207537311,18.469980874788284,1016.9412651043415,0,6.958422000131552
28.24083969394795,74.58127290004728,0.8248265420284504,1011.7869132861042,0,29.1525451002332
21.149177195836835,67.02330935254169,20.094961267163225,1022.2807200666069,0,22.099734212036704
18.230779996940413,66.83320463905252,9.631881234700371,1003.401496977837,0,18.111119739839108
31.11676288840868,54.57370043863405,6.233286695968337,1010.7508046044464,0,32.439594948176534
35.30999522495951,35.66838391728581,6.1643853771600305,1010.9891206439963,0,35.9346758114202
34.31280119116199,37.56939705149945,18.468332883780235,1000.6304674155715,1,33.364884035069046
16.607824767773614,74.18705028910634,13.219400582201176,1008.8012583771564,1,13.022054369622685
21.907876241487855,60.38916511037766,1.5442497281167142,992.250403191047,1,20.527698514827357
28.31263431403564,57.2297551078555,18.824302521538268,1032.1217804766295,0,30.711190861256433
34.75545127122359,51.52219915355295,3.4831349536093814,1003.6258621156369,0,34.6610645977375
20.2082576215471,53.896223090384964,16.11857086814569,1028.8611413142132,0,21.109118296309617
23.143410233361827,80.93823588976278,16.907991405384433,1013.380845057195,1,22.29436365024859
13.936650259939718,53.295118362639464,22.08461665356036,1018.6486413215596,0,10.757857744907843
13.037933759193292,33.17870573396863,29.25347829173481,1008.1120020164907,0,12.322044614577823
33.125258223941984,74.87303551080346,4.082589392795667,1015.0792969196167,0,30.057890521693928
38.56240028570823,55.902466722705654,14.580209151495605,1019.5048963998844,0,35.303532764897575
24.27989878419666,60.627917310655526,12.789317639646262,1019.6455241439418,0,27.89680861080489
35.03532897892024,92.15156612799021,18.4699974876877,1020.7477339007436,1,33.77507096411759
28.61636025047634,59.58878885298986,16.72535016746895,1009.3166728996082,1,26.39190607409624
18.548802453948756,65.78367346237451,12.17963005810704,1008.1964032750865,0,23.402681507091472
28.613956055084138,36.42153017403349,11.472782491113156,997.0582367473239,1,31.058911161296862
40.38036566465969,55.606610952980795,6.06839315852762,1018.2321901117693,1,39.265837988154175
24.641739608900483,72.19052090417202,22.902892659252075,1023.8237871132344,0,25.924648585557588
40.64643655814006,28.892525323175153,18.673633452796235,1029.1598167991792,0,39.93907160335795
-1.1974510408974446,64.01690186231419,22.3421455823611,1016.051726345805,0,-3.2754900787362438
33.21902504375224,62.01582145289613,12.51683090819589,1005.3352022709144,1,34.64309871720725
25.87047068238171,60.825749111748785,9.745316250444557,996.0290385671054,1,24.897565026421102
22.009926495341325,80.74317797316486,6.373479466966177,1023.4166673308335,0,22.236420522339536
25.917607765355022,66.68877029697043,17.871340669925274,995.0372343322247,1,28.981697470054037
5.124310853991073,89.56143796712888,6.681654203774123,1009.5939592225624,0,7.857950165377202
22.80328112162488,40.12820968811928,29.7893045517324,1010.7569317205636,0,21.15300124605665
28.571125715117464,62.71849134436696,4.538859351252476,1012.3054486214899,0,30.029220521978722
39.77894044741516,61.68933572779895,17.189280953700013,1013.3580260003584,0,36.39537170897789
19.817297817263526,38.6149101248984,27.53483765771029,1014.3814755636757,0,21.16854030121064
16.915063971068122,79.12590004182692,19.79271807411047,988.8463673792147,1,17.36054988847144
19.982429564154636,100.0,16.405389699934233,1013.1465590987012,1,21.11936765124493
34.15402117702074,59.65987851032338,7.252130824304835,990.7042442588812,1,33.26168691308804
28.287511096596845,70.10042176547535,3.9458464914583686,1020.32218073091,0,34.53972491755432
19.702397962329613,61.690369516306546,21.160400871340688,1007.4487484419639,0,16.99849883946867
30.13267433113356,45.72830660185648,27.049177926199572,991.4296327477665,1,33.047329464038945
25.970775493480403,23.584794443959673,11.489200076174628,1004.8579532261463,0,22.87568053417541
34.68644990532889,45.884530338092695,5.887507939069192,1007.2992466081535,0,36.19948242921686
17.979469061226474,32.160832380965374,0.0,1024.9069961755501,0,19.706838992981822
21.723378534022316,94.08204156118236,7.1538812506996985,1014.9663774175025,1,21.888306148709173
21.078918468678424,57.697806121535216,14.090745260007678,1016.4444494435058,0,19.59294523704731
10.364850518678814,53.08161341905659,27.792985926693873,1024.812216342206,0,10.788255190914711
27.961202770645762,77.78307649575612,20.38506953786375,1012.0385571207551,0,28.762233770936287
27.610552721798893,37.56497794288224,17.440683237654024,1020.541879610324,1,32.98036218071774
